dataset,discard,notes,phenomenon,gramm_id,gramm_sentence,ungramm_id,ungramm_sentence
LI,,[not a full sentence],,32.3.Culicover.32a.g.02,Erica's vow to Matt to take care of herself.,32.3.Culicover.32a.*.02,Erica's vow to Matt to take care of himself.
LI,,[not a full sentence],,32.3.Culicover.32a.g.03,Ryan's offer to Susan to take care of himself.,32.3.Culicover.32a.*.03,Ryan's offer to Susan to take care of herself.
LI,,[not a full sentence],,32.3.Culicover.32a.g.04,Natalie's guarantee to Robert to take care of herself.,32.3.Culicover.32a.*.04,Natalie's guarantee to Robert to take care of himself.
LI,,[not a full sentence],,32.3.Culicover.32a.g.05,Ethan's obligation to Patricia to take care of himself.,32.3.Culicover.32a.*.05,Ethan's obligation to Patricia to take care of herself.
LI,,[not a full sentence],,32.3.Culicover.32a.g.06,Debbie's pledge to Jason to take care of herself.,32.3.Culicover.32a.*.06,Debbie's pledge to Jason to take care of himself.
LI,,[not a full sentence],,32.3.Culicover.32a.g.07,Carl's pledge to Jenny to take care of himself.,32.3.Culicover.32a.*.07,Carl's pledge to Jenny to take care of herself.
LI,,[not a full sentence],,32.3.Culicover.32a.g.08,Melissa's pledge to Dan to take care of herself.,32.3.Culicover.32a.*.08,Melissa's pledge to Dan to take care of himself.
LI,,,,32.3.Culicover.41b.g.01,Toby said to Sally to take care of herself.,32.3.Culicover.41b.*.01,Toby said to Sally to take care of himself.
LI,,,,32.3.Culicover.41b.g.02,Veronica shouted to Nathan to look after himself.,32.3.Culicover.41b.*.02,Veronica shouted to Nathan to look after herself.
LI,,,,32.3.Culicover.41b.g.03,Christopher yelled to April to protect herself.,32.3.Culicover.41b.*.03,Christopher yelled to April to protect himself.
LI,,,,32.3.Culicover.41b.g.04,Stacey screamed to Anthony to cover himself.,32.3.Culicover.41b.*.04,Stacey screamed to Anthony to cover herself.
LI,,,,32.3.Culicover.41b.g.05,Brent signaled to Samantha to excuse herself.,32.3.Culicover.41b.*.05,Brent signaled to Samantha to excuse himself.
LI,,,,32.3.Culicover.41b.g.06,Amy said to Shane to entertain himself.,32.3.Culicover.41b.*.06,Amy said to Shane to entertain herself.
LI,,,,32.3.Culicover.41b.g.07,Eric shouted to Maria to believe in herself.,32.3.Culicover.41b.*.07,Eric shouted to Maria to believe in himself.
LI,,,,32.3.Culicover.41b.g.08,Tania signaled to Frank to behave himself.,32.3.Culicover.41b.*.08,Tania signaled to Frank to behave herself.
LI,,,,32.3.Culicover.49a.g.01,Jack asked Sally to be allowed to take care of himself.,32.3.Culicover.49a.*.01,Jack asked Sally to be allowed to take care of herself.
LI,,,,32.3.Culicover.49a.g.02,Beth begged Peter to be allowed to take care of herself.,32.3.Culicover.49a.*.02,Beth begged Peter to be allowed to take care of himself.
LI,,,,32.3.Culicover.49a.g.03,Dean requested Michelle to be allowed to take care of himself.,32.3.Culicover.49a.*.03,Dean requested Michelle to be allowed to take care of herself.
LI,,,,32.3.Culicover.49a.g.04,Eva beseeched Luke to be allowed to take care of herself.,32.3.Culicover.49a.*.04,Eva beseeched Luke to be allowed to take care of himself.
LI,,,,32.3.Culicover.49a.g.05,Helen pleaded with Kyle to be allowed to take care of herself.,32.3.Culicover.49a.*.05,Helen pleaded with Kyle to be allowed to take care of himself.
LI,,,,32.3.Culicover.49a.g.06,Jake prayed to mother nature to be allowed to take care of himself.,32.3.Culicover.49a.*.06,Jake prayed to mother nature to be allowed to take care of herself.
LI,,,,32.3.Culicover.49a.g.07,Katie asked Greg to be allowed to take care of herself.,32.3.Culicover.49a.*.07,Katie asked Greg to be allowed to take care of himself.
LI,,,,32.3.Culicover.49a.g.08,Leonard begged Jennifer to be allowed to take care of himself.,32.3.Culicover.49a.*.08,Leonard begged Jennifer to be allowed to take care of herself.
LI,,,,32.3.Culicover.7a.g.01,John tried to win.,32.3.Culicover.7b.*.01,John tried himself to win.
LI,,,,32.3.Culicover.7a.g.02,Kelly attempted to run the marathon.,32.3.Culicover.7b.*.02,Kelly attempted herself to run the marathon.
LI,,,,32.3.Culicover.7a.g.03,William planned to write a novel.,32.3.Culicover.7b.*.03,William planned himself to write a novel.
LI,,,,32.3.Culicover.7a.g.04,Linda remembered to pick-up the dry cleaning.,32.3.Culicover.7b.*.04,Linda remembered herself to pick-up the dry cleaning.
LI,,,,32.3.Culicover.7a.g.05,Peter hoped to find a date.,32.3.Culicover.7b.*.05,Peter hoped himself to find a date.
LI,,,,32.3.Culicover.7a.g.06,Patricia agreed to host the party.,32.3.Culicover.7b.*.06,Patricia agreed herself to host the party.
LI,,,,32.3.Culicover.7a.g.07,Alex started to study Karate.,32.3.Culicover.7b.*.07,Alex started himself to study Karate.
LI,,,,32.3.Culicover.7a.g.08,Cindy struggled to finish her homework.,32.3.Culicover.7b.*.08,Cindy struggled herself to finish her homework.
LI,,,,32.3.fanselow.28b.g.01,He saw Mary and kissed her.,32.3.fanselow.28b.*.01,He saw Mary and kissed.
LI,,,,32.3.fanselow.28b.g.02,She ran into Spencer and asked him out.,32.3.fanselow.28b.*.02,She ran into Spencer and asked out.
LI,,,,32.3.fanselow.28b.g.03,He thought of Sarah and contacted her.,32.3.fanselow.28b.*.03,He thought of Sarah and contacted.
LI,,,,32.3.fanselow.28b.g.04,She called Victor and yelled at him.,32.3.fanselow.28b.*.04,She called Victor and yelled at.
LI,,,,32.3.fanselow.28b.g.05,He followed Brenda and confronted her.,32.3.fanselow.28b.*.05,He followed Brenda and confronted.
LI,,,,32.3.fanselow.28b.g.06,She chased Phillip and insulted him.,32.3.fanselow.28b.*.06,She chased Phillip and insulted.
LI,,,,32.3.fanselow.28b.g.07,He grabbed Ryan and tackled him.,32.3.fanselow.28b.*.07,He grabbed Ryan and tackled.
LI,,,,32.3.fanselow.28b.g.08,She invited Briana and ignored her.,32.3.fanselow.28b.*.08,She invited Briana and ignored.
LI,,"[SSA added ""in the woods""]",,32.3.fanselow.58a.g.01,There has been a moose shot in the woods.,32.3.fanselow.58b.*.01,There has been shot a moose in the woods.
LI,,,,32.3.fanselow.58a.g.02,There has been a necklace stolen from the jewelry store.,32.3.fanselow.58b.*.02,There has been stolen a necklace from the jewelry store.
LI,,,,32.3.fanselow.58a.g.03,There has been a new governor elected in California.,32.3.fanselow.58b.*.03,There has been elected a new governor in California.
LI,,,,32.3.fanselow.58a.g.04,There has been an announcement made in the newspaper.,32.3.fanselow.58b.*.04,There has been made an announcement in the newspaper.
LI,,,,32.3.fanselow.58a.g.05,There has been another story written about the new healthcare law.,32.3.fanselow.58b.*.05,There has been written another story about the new healthcare law.
LI,,,,32.3.fanselow.58a.g.06,There has been a treaty signed between Israel and Palestine.,32.3.fanselow.58b.*.06,There has been signed a treaty between Israel and Palestine.
LI,,,,32.3.fanselow.58a.g.07,There has been a deal reached between the two parties.,32.3.fanselow.58b.*.07,There has been reached a deal between the two parties.
LI,,,,32.3.fanselow.58a.g.08,There has been a verdict issued about the new marriage law.,32.3.fanselow.58b.*.08,There has been issued a verdict about the new marriage law.
LI,,,,32.3.fanselow.58c.g.01,There has been a man considered sick.,32.3.fanselow.58d.*.01,There has been considered a man sick.
LI,,,,32.3.fanselow.58c.g.02,There has been a suspect considered guilty.,32.3.fanselow.58d.*.02,There has been considered a suspect guilty.
LI,,,,32.3.fanselow.58c.g.03,There has been a student considered dangerous.,32.3.fanselow.58d.*.03,There has been considered a student dangerous.
LI,,,,32.3.fanselow.58c.g.04,There has been a criminal considered insane.,32.3.fanselow.58d.*.04,There has been considered a criminal insane.
LI,,,,32.3.fanselow.58c.g.05,There has been a woman considered desperate.,32.3.fanselow.58d.*.05,There has been considered. a woman desperate.
LI,,,,32.3.fanselow.58c.g.06,There has been a man considered violent.,32.3.fanselow.58d.*.06,There has been considered a man violent.
LI,,,,32.3.fanselow.58c.g.07,There has been a dog considered noisy.,32.3.fanselow.58d.*.07,There has been considered a dog noisy.
LI,,,,32.3.fanselow.58c.g.08,There has been a book considered obscene.,32.3.fanselow.58d.*.08,There has been considered a book obscene.
LI,,,,32.3.fanselow.59a.g.01,He gave Mary a book.,32.3.fanselow.59b.*.01,He gave a book Mary.
LI,,,,32.3.fanselow.59a.g.02,She baked Jason a pie.,32.3.fanselow.59b.*.02,She baked a pie Jason.
LI,,,,32.3.fanselow.59a.g.03,He sent his mother a card.,32.3.fanselow.59b.*.03,He sent a card his mother.
LI,,,,32.3.fanselow.59a.g.04,She wrote her boyfriend a poem.,32.3.fanselow.59b.*.04,She wrote a poem her boyfriend.
LI,,,,32.3.fanselow.59a.g.05,He served the guests the wine.,32.3.fanselow.59b.*.05,He served the wine the guests.
LI,,,,32.3.fanselow.59a.g.06,She taught the students math.,32.3.fanselow.59b.*.06,She taught math the students.
LI,,,,32.3.fanselow.59a.g.07,He offered Annie a loan.,32.3.fanselow.59b.*.07,He offered a loan Annie.
LI,,,,32.3.fanselow.59a.g.08,She picked Matt some flowers.,32.3.fanselow.59b.*.08,She picked some flowers Matt.
LI,,,,32.4.lopez.14b.g.01,I expected there to be three men.,32.4.lopez.14b.*.01,I expected there three men.
LI,,,,32.4.lopez.14b.g.02,We consider there to be three problems.,32.4.lopez.14b.*.02,We consider there three problems.
LI,,,,32.4.lopez.14b.g.03,Jack expects there to be flowers.,32.4.lopez.14b.*.03,Jack expects there flowers.
LI,,,,32.4.lopez.14b.g.04,Mrs. Price expects there to be a cake.,32.4.lopez.14b.*.04,Mrs. Price expects there a cake.
LI,,,,32.4.lopez.14b.g.05,Mr. Simpson considers there to be danger.,32.4.lopez.14b.*.05,Mr. Simpson considers there danger.
LI,,,,32.4.lopez.14b.g.06,Ms. Wiggins expected there to be fireworks.,32.4.lopez.14b.*.06,Ms. Wiggins expected there fireworks.
LI,,,,32.4.lopez.14b.g.07,Mr. Telford expected there to be trouble.,32.4.lopez.14b.*.07,Mr. Telford expected there trouble.
LI,,,,32.4.lopez.14b.g.08,Miss Warrington expects there to be a party.,32.4.lopez.14b.*.08,Miss Warrington expects there a party.
LI,,,,32.4.lopez.9a.g.01,We proclaimed John to the public to be a hero.,32.4.lopez.10a.*.01,We proclaimed to the public John to be a hero.
LI,,,,32.4.lopez.9a.g.02,We proved Susan to the authorities to be the thief.,32.4.lopez.10a.*.02,We proved to the authorities Susan to be the thief.
LI,,,,32.4.lopez.9a.g.03,We believed Ben with all our hearts to be innocent.,32.4.lopez.10a.*.03,We believed with all our hearts Ben to be innocent.
LI,,,,32.4.lopez.9a.g.04,We alleged Carrie to the police to be guilty.,32.4.lopez.10a.*.04,We alleged to the police Carrie to be guilty.
LI,,,,32.4.lopez.9a.g.05,We proclaimed Ralph in the newspaper to be generous.,32.4.lopez.10a.*.05,We proclaimed in the newspaper Ralph to be generous.
LI,,,,32.4.lopez.9a.g.06,We proved Amelia to the manager to be responsible.,32.4.lopez.10a.*.06,We proved to the manager Amelia to be responsible.
LI,,,,32.4.lopez.9a.g.07,We believed Kenneth without hesitation to be trustworthy.,32.4.lopez.10a.*.07,We believed without hesitation Kenneth to be trustworthy.
LI,,,,32.4.lopez.9a.g.08,We alleged Ellen to the judge to be a liar.,32.4.lopez.10a.*.08,We alleged to the judge Ellen to be a liar.
LI,,,,33.1.denDikken.5a.g.01,I know who would buy that book.,33.1.denDikken.5b.*.01,I know who the hell would buy that book.
LI,,,,33.1.denDikken.5a.g.02,I told Mandy who would win the election.,33.1.denDikken.5b.*.02,I told Mandy who the hell would win the election.
LI,,,,33.1.denDikken.5a.g.03,I confirmed who would attend the party.,33.1.denDikken.5b.*.03,I confirmed who the hell would attend the party.
LI,,,,33.1.denDikken.5a.g.04,I realized who should speak at the conference.,33.1.denDikken.5b.*.04,I realized who the hell should speak at the conference.
LI,,,,33.1.denDikken.5a.g.05,I figured out who stole the candy bar.,33.1.denDikken.5b.*.05,I figured out who the hell stole the candy bar.
LI,,,,33.1.denDikken.5a.g.06,I proved who committed the crime.,33.1.denDikken.5b.*.06,I proved who the hell committed the crime.
LI,,,,33.1.denDikken.5a.g.07,I guessed who would win the game.,33.1.denDikken.5b.*.07,I guessed who the hell would win the game.
LI,,,,33.1.denDikken.5a.g.08,I established who would head the committee.,33.1.denDikken.5b.*.08,I established who the hell would head the committee.
LI,,,,33.1.denDikken.62a.g.01,I don't think that I will invite any linguists to the party.,33.1.denDikken.62b.*.01,"I don't think that any linguists, I will invite to the party."
LI,,,,33.1.denDikken.62a.g.02,I don't think that I will invite any reporters to the event.,33.1.denDikken.62b.*.02,"I don't think that any reporters, I will invite to the event."
LI,,,,33.1.denDikken.62a.g.03,I don't believe that I will invite any doctors to the ceremony.,33.1.denDikken.62b.*.03,"I don't believe that any doctors, I will invite to the ceremony."
LI,,,,33.1.denDikken.62a.g.04,I don't think that I will invite any parents to the assembly.,33.1.denDikken.62b.*.04,"I don't think that any parents, I will invite to the assembly."
LI,,,,33.1.denDikken.62a.g.05,I don't believe that I will take any students to the conference.,33.1.denDikken.62b.*.05,"I don't believe that any students, I will take to the conference."
LI,,,,33.1.denDikken.62a.g.06,I don't think that I will take any actors to the game.,33.1.denDikken.62b.*.06,"I don't think that any actors, I will take to the game."
LI,,,,33.1.denDikken.62a.g.07,I don't believe that I will take any children to the concert.,33.1.denDikken.62b.*.07,"I don't believe that any children, I will take to the concert."
LI,,,,33.1.denDikken.62a.g.08,I don't think that I will take any musicians to the office.,33.1.denDikken.62b.*.08,"I don't think that any musicians, I will take to the office."
LI,,,,33.1.denDikken.58a.g.01,Under no circumstances should he leave.,33.1.denDikken.58a.*.01,What under no circumstances should he do?
LI,,,,33.1.denDikken.58a.g.02,At no time did he touch the artwork.,33.1.denDikken.58a.*.02,What at no time did he touch?
LI,,,,33.1.denDikken.58a.g.03,In no way did they mean to criticize the president.,33.1.denDikken.58a.*.03,Who in no way did they mean to criticize?
LI,,,,33.1.denDikken.58a.g.04,In no month should you take more than three days off.,33.1.denDikken.58a.*.04,How much time off in no month should you take?
LI,,,,33.1.denDikken.58a.g.05,During no storm should people leave their computers on.,33.1.denDikken.58a.*.05,What during no storm should people leave on?
LI,,,,33.1.denDikken.58a.g.06,Under no circumstances will the curator permit visitors to take pictures.,33.1.denDikken.58a.*.06,What under no circumstances will the curator permit visitors to do?
LI,,,,33.1.denDikken.58a.g.07,At no time were the patrons aware of the disturbance.,33.1.denDikken.58a.*.07,What at no time were the patrons aware of?
LI,,,,33.1.denDikken.58a.g.08,In no way did my parents intend to turn me into a geek.,33.1.denDikken.58a.*.08,What in no way did my parents intend to turn me into?
LI,,,,33.1.denDikken.67.g.01,Who the hell is in love with who?,33.1.denDikken.71a.*.01,Who is in love with who the hell?
LI,,,,33.1.denDikken.67.g.02,Who the hell asked who out?,33.1.denDikken.71a.*.02,Who asked who the hell out?
LI,,,,33.1.denDikken.67.g.03,Who the hell kissed who?,33.1.denDikken.71a.*.03,Who kissed who the hell?
LI,,,,33.1.denDikken.67.g.04,Who the hell screamed at who?,33.1.denDikken.71a.*.04,Who screamed at who the hell?
LI,,,,33.1.denDikken.67.g.05,Who the hell called who?,33.1.denDikken.71a.*.05,Who called who the hell?
LI,,,,33.1.denDikken.67.g.06,Who the hell brought who to the party?,33.1.denDikken.71a.*.06,Who brought who the hell to the party?
LI,,,,33.1.denDikken.67.g.07,Who the hell hugged who?,33.1.denDikken.71a.*.07,Who hugged who the hell?
LI,,,,33.1.denDikken.67.g.08,Who the hell insulted who?,33.1.denDikken.71a.*.08,Who insulted who the hell?
LI,,,,33.1.denDikken.72a.g.01,John didn't give Mary a red cent.,33.1.denDikken.72b.*.01,John didn't give every charity a red cent.
LI,,,,33.1.denDikken.72a.g.02,The millionaire didn't leave the hospital a red cent.,33.1.denDikken.72b.*.02,The millionaire didn't leave every hospital a red cent.
