dataset,notes,typo?,id,sentence,judgement
LI,,,32.3.Culicover.22b.*.02,Marcy told Jeremy when to excuse herself.,-0.30716
LI,,,32.3.Culicover.22b.*.03,Mindy told Chuck when to praise himself.,0.055943
LI,,,32.3.Culicover.22b.*.04,Robert told Lucy when to humiliate himself.,-0.57527
LI,,,32.3.Culicover.22b.*.05,Stewart told Tina when to burn himself.,-0.37913
LI,,,32.3.Culicover.22b.*.06,Brian told Rachel when to defend himself.,-0.55931
LI,,,32.3.Culicover.22b.*.07,Patty told Mike when to insult herself.,-0.79935
LI,,,32.3.Culicover.22b.*.08,Olivia told Gregory when to exonerate herself.,-0.51136
LI,,,32.3.Culicover.22b.g.01,John told Sue when to wash herself.,0.381333
LI,,,32.3.Culicover.22b.g.02,Marcy told Jeremy when to excuse himself.,0.935471
LI,,,32.3.Culicover.22b.g.03,Mindy told Chuck when to praise herself.,-0.68303
LI,,,32.3.Culicover.22b.g.04,Robert told Lucy when to humiliate herself.,0.232908
LI,,,32.3.Culicover.22b.g.05,Stewart told Tina when to burn herself.,-0.01904
LI,,,32.3.Culicover.22b.g.06,Brian told Rachel when to defend herself.,0.594074
LI,,,32.3.Culicover.22b.g.07,Patty told Mike when to insult himself.,-0.43256
LI,,,32.3.Culicover.22b.g.08,Olivia told Gregory when to exonerate himself.,0.414322
LI,,,32.3.Culicover.25d.*.01,Last night there was an attempt to shoot oneself.,-0.55958
LI,,,32.3.Culicover.25d.*.02,Last month there was a plan to promote oneself.,-0.44642
LI,,,32.3.Culicover.25d.*.03,Last week there was a request to transfer oneself.,-0.51705
LI,,,32.3.Culicover.25d.*.04,Last year there was a proposal to fire oneself.,-0.64139
LI,,,32.3.Culicover.25d.*.05,Last Monday there was a plot to annoy oneself.,-0.49368
LI,,,32.3.Culicover.25d.*.06,Last Tuesday there was an agreement to replace oneself.,-0.8829
LI,,,32.3.Culicover.25d.*.07,Last weekend there was a suggestion to uninvite oneself.,-0.3724
LI,,,32.3.Culicover.25d.*.08,Last Friday there was an order to transfer oneself.,-0.28101
LI,,,32.3.Culicover.25d.g.01,Last night there was an attempt to shoot me.,0.42118
LI,,,32.3.Culicover.25d.g.02,Last month there was a plan to promote me.,0.5117
LI,,,32.3.Culicover.25d.g.03,Last week there was a request to transfer me.,0.783549
LI,,,32.3.Culicover.25d.g.04,Last year there was a proposal to fire me.,0.914873
LI,,,32.3.Culicover.25d.g.05,Last Monday there was a plot to annoy me.,0.792656
LI,,,32.3.Culicover.25d.g.06,Last Tuesday there was an agreement to replace me.,0.801157
LI,,,32.3.Culicover.25d.g.07,Last weekend there was a suggestion to uninvite me.,0.546298
LI,,,32.3.Culicover.25d.g.08,Last Friday there was an order to transfer me.,0.774474
LI,,,32.3.Culicover.28c.*.01,Helen examined Bernie in order for us to vindicate herself.,-0.63979
LI,,,32.3.Culicover.28c.*.02,Nathan called Samantha in order for us to amuse himself.,-0.30564
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.03,Austin left instructions in order for us to help himself.,-0.40498
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.04,Emma brought video games in order for us to distract herself.,-1.00985
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.05,Allison bought board games in order for us to entertain herself.,-0.31312
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.06,Edward created a website in order for us to promote himself.,-0.28805
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.07,Cynthia threw a party in order for us to establish herself.,-0.33532
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.08,Gary interrupted the conversation in order for us to introduce himself.,-0.09228
LI,,,32.3.Culicover.28c.g.01,Helen examined Bernie in order for us to vindicate ourselves.,-0.12855
LI,,,32.3.Culicover.28c.g.02,Nathan called Samantha in order for us to amuse ourselves.,0.295612
LI,,,32.3.Culicover.28c.g.03,Austin left instructions in order for us to help ourselves.,0.205314
LI,,,32.3.Culicover.28c.g.04,Emma brought video games in order for us to distract ourselves.,0.538147
LI,,,32.3.Culicover.28c.g.05,Allison bought board games in order for us to entertain ourselves.,1.107746
LI,,,32.3.Culicover.28c.g.06,Edward created a website in order for us to promote ourselves.,1.12034
LI,,,32.3.Culicover.28c.g.07,Cynthia threw a party in order for us to establish ourselves.,0.824119
LI,,,32.3.Culicover.28c.g.08,Gary interrupted the conversation in order for us to introduce ourselves.,0.887227
LI,[not a full sentence],,32.3.Culicover.32a.*.01,John's promise to Susan to take care of herself.,-0.21864
LI,[not a full sentence],,32.3.Culicover.32a.*.02,Erica's vow to Matt to take care of himself.,-0.05451
LI,[not a full sentence],,32.3.Culicover.32a.*.03,Ryan's offer to Susan to take care of herself.,-0.16959
LI,[not a full sentence],,32.3.Culicover.32a.*.04,Natalie's guarantee to Robert to take care of himself.,-0.62227
LI,[not a full sentence],,32.3.Culicover.32a.*.05,Ethan's obligation to Patricia to take care of herself.,-0.6194
LI,[not a full sentence],,32.3.Culicover.32a.*.06,Debbie's pledge to Jason to take care of himself.,-0.33118
LI,[not a full sentence],,32.3.Culicover.32a.*.07,Carl's pledge to Jenny to take care of herself.,-0.41734
LI,[not a full sentence],,32.3.Culicover.32a.*.08,Melissa's pledge to Dan to take care of himself.,-0.54694
LI,[not a full sentence],,32.3.Culicover.32a.g.01,John's promise to Susan to take care of himself.,0.105068
LI,[not a full sentence],,32.3.Culicover.32a.g.02,Erica's vow to Matt to take care of herself.,0.345123
LI,[not a full sentence],,32.3.Culicover.32a.g.03,Ryan's offer to Susan to take care of himself.,-0.13983
LI,[not a full sentence],,32.3.Culicover.32a.g.04,Natalie's guarantee to Robert to take care of herself.,-0.44333
LI,[not a full sentence],,32.3.Culicover.32a.g.05,Ethan's obligation to Patricia to take care of himself.,-0.38497
LI,[not a full sentence],,32.3.Culicover.32a.g.06,Debbie's pledge to Jason to take care of herself.,0.78642
LI,[not a full sentence],,32.3.Culicover.32a.g.07,Carl's pledge to Jenny to take care of himself.,0.447164
LI,[not a full sentence],,32.3.Culicover.32a.g.08,Melissa's pledge to Dan to take care of herself.,0.422972
LI,,,32.3.Culicover.41b.*.01,Toby said to Sally to take care of himself.,-0.48867
LI,,,32.3.Culicover.41b.*.02,Veronica shouted to Nathan to look after herself.,-0.73182
LI,,,32.3.Culicover.41b.*.03,Christopher yelled to April to protect himself.,-0.28785
LI,,,32.3.Culicover.41b.*.04,Stacey screamed to Anthony to cover herself.,-0.05137
LI,,,32.3.Culicover.41b.*.05,Brent signaled to Samantha to excuse himself.,0.444237
LI,,,32.3.Culicover.41b.*.06,Amy said to Shane to entertain herself.,-0.73485
LI,,,32.3.Culicover.41b.*.07,Eric shouted to Maria to believe in himself.,-0.43562
LI,,,32.3.Culicover.41b.*.08,Tania signaled to Frank to behave herself.,-0.64987
LI,,,32.3.Culicover.41b.g.01,Toby said to Sally to take care of herself.,0.188154
LI,,,32.3.Culicover.41b.g.02,Veronica shouted to Nathan to look after himself.,0.43833
LI,,,32.3.Culicover.41b.g.03,Christopher yelled to April to protect herself.,0.626574
LI,,,32.3.Culicover.41b.g.04,Stacey screamed to Anthony to cover himself.,0.705093
LI,,,32.3.Culicover.41b.g.05,Brent signaled to Samantha to excuse herself.,0.673424
LI,,,32.3.Culicover.41b.g.06,Amy said to Shane to entertain himself.,-0.12055
LI,,,32.3.Culicover.41b.g.07,Eric shouted to Maria to believe in herself.,0.555179
LI,,,32.3.Culicover.41b.g.08,Tania signaled to Frank to behave himself.,0.676612
LI,,,32.3.Culicover.49a.*.01,Jack asked Sally to be allowed to take care of herself.,-0.0594
LI,,,32.3.Culicover.49a.*.02,Beth begged Peter to be allowed to take care of himself.,-0.35316
LI,,,32.3.Culicover.49a.*.03,Dean requested Michelle to be allowed to take care of herself.,0.026682
LI,,,32.3.Culicover.49a.*.04,Eva beseeched Luke to be allowed to take care of himself.,-0.22898
LI,,,32.3.Culicover.49a.*.05,Helen pleaded with Kyle to be allowed to take care of himself.,0.101088
LI,,,32.3.Culicover.49a.*.06,Jake prayed to mother nature to be allowed to take care of herself.,-0.32525
LI,,,32.3.Culicover.49a.*.07,Katie asked Greg to be allowed to take care of himself.,-0.09028
LI,,,32.3.Culicover.49a.*.08,Leonard begged Jennifer to be allowed to take care of herself.,-0.27461
LI,,,32.3.Culicover.49a.g.01,Jack asked Sally to be allowed to take care of himself.,-0.54878
LI,,,32.3.Culicover.49a.g.02,Beth begged Peter to be allowed to take care of herself.,-0.03908
LI,,,32.3.Culicover.49a.g.03,Dean requested Michelle to be allowed to take care of himself.,-0.43542
LI,,,32.3.Culicover.49a.g.04,Eva beseeched Luke to be allowed to take care of herself.,-0.05173
LI,,,32.3.Culicover.49a.g.05,Helen pleaded with Kyle to be allowed to take care of herself.,0.267463
LI,,,32.3.Culicover.49a.g.06,Jake prayed to mother nature to be allowed to take care of himself.,0.069765
LI,,,32.3.Culicover.49a.g.07,Katie asked Greg to be allowed to take care of herself.,0.17344
LI,,,32.3.Culicover.49a.g.08,Leonard begged Jennifer to be allowed to take care of himself.,0.24142
LI,,,32.3.Culicover.7a.g.01,John tried to win.,1.453262
LI,,,32.3.Culicover.7a.g.02,Kelly attempted to run the marathon.,1.051063
LI,,,32.3.Culicover.7a.g.03,William planned to write a novel.,1.095456
LI,,,32.3.Culicover.7a.g.04,Linda remembered to pick-up the dry cleaning.,1.254242
LI,,,32.3.Culicover.7a.g.05,Peter hoped to find a date.,1.282097
LI,,,32.3.Culicover.7a.g.06,Patricia agreed to host the party.,1.569367
LI,,,32.3.Culicover.7a.g.07,Alex started to study Karate.,0.848882
LI,(poss. emph. refl.),,32.3.Culicover.7a.g.08,Cindy struggled to finish her homework.,1.309561
LI,,,32.3.Culicover.7b.*.01,John tried himself to win.,-0.86729
LI,,,32.3.Culicover.7b.*.02,Kelly attempted herself to run the marathon.,-0.61932
LI,,,32.3.Culicover.7b.*.03,William planned himself to write a novel.,-0.70312
LI,(poss. 'by herself' reading),,32.3.Culicover.7b.*.04,Linda remembered herself to pick-up the dry cleaning.,-0.71439
LI,,,32.3.Culicover.7b.*.05,Peter hoped himself to find a date.,-0.61147
LI,,,32.3.Culicover.7b.*.06,Patricia agreed herself to host the party.,-0.60994
LI,,,32.3.Culicover.7b.*.07,Alex started himself to study Karate.,-0.95616
LI,,,32.3.Culicover.7b.*.08,Cindy struggled herself to finish her homework.,-0.51261
LI,,,32.3.fanselow.28b.*.01,He saw Mary and kissed.,-0.49517
LI,,,32.3.fanselow.28b.*.02,She ran into Spencer and asked out.,-0.67767
LI,,,32.3.fanselow.28b.*.03,He thought of Sarah and contacted.,-0.73634
LI,,,32.3.fanselow.28b.*.04,She called Victor and yelled at.,-1.28066
LI,,,32.3.fanselow.28b.*.05,He followed Brenda and confronted.,-0.71774
LI,,,32.3.fanselow.28b.*.06,She chased Phillip and insulted.,-0.81791
LI,,,32.3.fanselow.28b.*.07,He grabbed Ryan and tackled.,-0.53324
LI,,,32.3.fanselow.28b.*.08,She invited Briana and ignored.,-1.1571
LI,,,32.3.fanselow.28b.g.01,He saw Mary and kissed her.,0.583292
LI,,,32.3.fanselow.28b.g.02,She ran into Spencer and asked him out.,0.691737
LI,,,32.3.fanselow.28b.g.03,He thought of Sarah and contacted her.,0.66836
LI,,,32.3.fanselow.28b.g.04,She called Victor and yelled at him.,0.868998
LI,,,32.3.fanselow.28b.g.05,He followed Brenda and confronted her.,1.032016
LI,,,32.3.fanselow.28b.g.06,She chased Phillip and insulted him.,0.764487
LI,,,32.3.fanselow.28b.g.07,He grabbed Ryan and tackled him.,0.758329
LI,,,32.3.fanselow.28b.g.08,She invited Briana and ignored her.,0.152559
LI,"[SSA added ""in the woods""]",,32.3.fanselow.58a.g.01,There has been a moose shot in the woods.,0.350334
LI,,,32.3.fanselow.58a.g.02,There has been a necklace stolen from the jewelry store.,0.586918
LI,,,32.3.fanselow.58a.g.03,There has been a new governor elected in California.,1.244099
LI,,,32.3.fanselow.58a.g.04,There has been an announcement made in the newspaper.,0.51363
LI,,,32.3.fanselow.58a.g.05,There has been another story written about the new healthcare law.,1.179769
LI,,,32.3.fanselow.58a.g.06,There has been a treaty signed between Israel and Palestine.,0.897736
LI,,,32.3.fanselow.58a.g.07,There has been a deal reached between the two parties.,1.0322
LI,,,32.3.fanselow.58a.g.08,There has been a verdict issued about the new marriage law.,0.907992
LI,"[SSA added ""in the woods""]",,32.3.fanselow.58b.*.01,There has been shot a moose in the woods.,-0.46799
LI,,,32.3.fanselow.58b.*.02,There has been stolen a necklace from the jewelry store.,-0.54647
LI,,,32.3.fanselow.58b.*.03,There has been elected a new governor in California.,0.265803
LI,,,32.3.fanselow.58b.*.04,There has been made an announcement in the newspaper.,-0.27729
LI,,,32.3.fanselow.58b.*.05,There has been written another story about the new healthcare law.,-0.39562
LI,,,32.3.fanselow.58b.*.06,There has been signed a treaty between Israel and Palestine.,-0.02166
LI,,,32.3.fanselow.58b.*.07,There has been reached a deal between the two parties.,-0.23825
LI,,,32.3.fanselow.58b.*.08,There has been issued a verdict about the new marriage law.,0.067408
LI,,,32.3.fanselow.58c.g.01,There has been a man considered sick.,-0.56258
LI,,,32.3.fanselow.58c.g.02,There has been a suspect considered guilty.,-0.39663
LI,,,32.3.fanselow.58c.g.03,There has been a student considered dangerous.,-0.65673
LI,,,32.3.fanselow.58c.g.04,There has been a criminal considered insane.,-0.4934
LI,,,32.3.fanselow.58c.g.05,There has been a woman considered desperate.,-0.67195
LI,,,32.3.fanselow.58c.g.06,There has been a man considered violent.,-0.6205
LI,,,32.3.fanselow.58c.g.07,There has been a dog considered noisy.,-0.98123
LI,,,32.3.fanselow.58c.g.08,There has been a book considered obscene.,-0.29301
LI,,,32.3.fanselow.58d.*.01,There has been considered a man sick.,-0.84961
LI,,,32.3.fanselow.58d.*.02,There has been considered a suspect guilty.,-0.85217
LI,,,32.3.fanselow.58d.*.03,There has been considered a student dangerous.,-0.98205
LI,,,32.3.fanselow.58d.*.04,There has been considered a criminal insane.,-1.2465
LI,,,32.3.fanselow.58d.*.05,There has been considered. a woman desperate.,-0.91384
LI,,,32.3.fanselow.58d.*.06,There has been considered a man violent.,-0.97148
LI,,,32.3.fanselow.58d.*.07,There has been considered a dog noisy.,-0.97974
LI,,,32.3.fanselow.58d.*.08,There has been considered a book obscene.,-0.94714
LI,,,32.3.fanselow.59a.g.01,He gave Mary a book.,1.124146
LI,,,32.3.fanselow.59a.g.02,She baked Jason a pie.,1.094615
LI,,,32.3.fanselow.59a.g.03,He sent his mother a card.,1.366446
LI,,,32.3.fanselow.59a.g.04,She wrote her boyfriend a poem.,1.263261
LI,,,32.3.fanselow.59a.g.05,He served the guests the wine.,1.036824
LI,,,32.3.fanselow.59a.g.06,She taught the students math.,1.404115
LI,,,32.3.fanselow.59a.g.07,He offered Annie a loan.,1.085319
LI,,,32.3.fanselow.59a.g.08,She picked Matt some flowers.,0.676368
LI,,,32.3.fanselow.59b.*.01,He gave a book Mary.,-0.58924
LI,,,32.3.fanselow.59b.*.02,She baked a pie Jason.,-0.67548
LI,,,32.3.fanselow.59b.*.03,He sent a card his mother.,-0.32477
LI,,,32.3.fanselow.59b.*.04,She wrote a poem her boyfriend.,-0.27073
LI,,,32.3.fanselow.59b.*.05,He served the wine the guests.,-0.83975
LI,,,32.3.fanselow.59b.*.06,She taught math the students.,-0.70846
LI,,,32.3.fanselow.59b.*.07,He offered a loan Annie.,-0.71422
LI,,,32.3.fanselow.59b.*.08,She picked some flowers Matt.,-0.55301
LI,,,32.4.lopez.10a.*.01,We proclaimed to the public John to be a hero.,-0.07799
LI,,,32.4.lopez.10a.*.02,We proved to the authorities Susan to be the thief.,-0.45112
LI,,,32.4.lopez.10a.*.03,We believed with all our hearts Ben to be innocent.,0.490811
LI,,,32.4.lopez.10a.*.04,We alleged to the police Carrie to be guilty.,-0.62223
LI,,,32.4.lopez.10a.*.05,We proclaimed in the newspaper Ralph to be generous.,-0.5694
LI,,,32.4.lopez.10a.*.06,We proved to the manager Amelia to be responsible.,-0.13864
LI,,,32.4.lopez.10a.*.07,We believed without hesitation Kenneth to be trustworthy.,0.033883
LI,,,32.4.lopez.10a.*.08,We alleged to the judge Ellen to be a liar.,-0.84116
LI,,,32.4.lopez.14b.*.01,I expected there three men.,-0.89315
LI,,,32.4.lopez.14b.*.02,We consider there three problems.,-0.61972
LI,(would be OK if read as 'their'),,32.4.lopez.14b.*.03,Jack expects there flowers.,-1.2332
LI,,,32.4.lopez.14b.*.04,Mrs. Price expects there a cake.,-0.6823
LI,,,32.4.lopez.14b.*.05,Mr. Simpson considers there danger.,-0.62224
LI,,,32.4.lopez.14b.*.06,Ms. Wiggins expected there fireworks.,-1.05025
LI,,,32.4.lopez.14b.*.07,Mr. Telford expected there trouble.,-0.90229
LI,,,32.4.lopez.14b.*.08,Miss Warrington expects there a party.,-0.57056
LI,,,32.4.lopez.14b.g.01,I expected there to be three men.,1.05995
LI,,,32.4.lopez.14b.g.02,We consider there to be three problems.,-0.01622
LI,,,32.4.lopez.14b.g.03,Jack expects there to be flowers.,0.704805
LI,,,32.4.lopez.14b.g.04,Mrs. Price expects there to be a cake.,0.750282
LI,,,32.4.lopez.14b.g.05,Mr. Simpson considers there to be danger.,0.172568
LI,,,32.4.lopez.14b.g.06,Ms. Wiggins expected there to be fireworks.,1.255944
LI,,,32.4.lopez.14b.g.07,Mr. Telford expected there to be trouble.,0.32141
LI,,,32.4.lopez.14b.g.08,Miss Warrington expects there to be a party.,0.453757
LI,,,32.4.lopez.9a.g.01,We proclaimed John to the public to be a hero.,0.024835
LI,,,32.4.lopez.9a.g.02,We proved Susan to the authorities to be the thief.,-0.24088
LI,,,32.4.lopez.9a.g.03,We believed Ben with all our hearts to be innocent.,0.618774
LI,"(many don't like 'allege'+DP, and I don't think it can take a goal argument either, so this control should come out unacceptable)",,32.4.lopez.9a.g.04,We alleged Carrie to the police to be guilty.,-0.79068
