dataset,notes,typo?,id,sentence,sent_length
LI,,,32.3.Culicover.25d.g.06,Last Tuesday there was an agreement to replace me.,11
LI,,,32.3.Culicover.25d.g.07,Last weekend there was a suggestion to uninvite me.,11
LI,,,32.3.Culicover.25d.g.08,Last Friday there was an order to transfer me.,11
LI,,,32.3.Culicover.28c.*.01,Helen examined Bernie in order for us to vindicate herself.,12
LI,,,32.3.Culicover.28c.*.02,Nathan called Samantha in order for us to amuse himself.,12
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.03,Austin left instructions in order for us to help himself.,12
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.04,Emma brought video games in order for us to distract herself.,13
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.05,Allison bought board games in order for us to entertain herself.,13
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.06,Edward created a website in order for us to promote himself.,13
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.07,Cynthia threw a party in order for us to establish herself.,13
LI,(upstairs object not a potential antecedent),,32.3.Culicover.28c.*.08,Gary interrupted the conversation in order for us to introduce himself.,13
LI,,,32.3.Culicover.28c.g.01,Helen examined Bernie in order for us to vindicate ourselves.,12
LI,,,32.3.Culicover.28c.g.02,Nathan called Samantha in order for us to amuse ourselves.,12
LI,,,32.3.Culicover.28c.g.03,Austin left instructions in order for us to help ourselves.,12
LI,,,32.3.Culicover.28c.g.04,Emma brought video games in order for us to distract ourselves.,13
LI,,,32.3.Culicover.28c.g.05,Allison bought board games in order for us to entertain ourselves.,13
LI,,,32.3.Culicover.28c.g.06,Edward created a website in order for us to promote ourselves.,13
LI,,,32.3.Culicover.28c.g.07,Cynthia threw a party in order for us to establish ourselves.,13
LI,,,32.3.Culicover.28c.g.08,Gary interrupted the conversation in order for us to introduce ourselves.,13
LI,[not a full sentence],,32.3.Culicover.32a.*.01,John's promise to Susan to take care of herself.,11
LI,[not a full sentence],,32.3.Culicover.32a.*.02,Erica's vow to Matt to take care of himself.,11
LI,[not a full sentence],,32.3.Culicover.32a.*.03,Ryan's offer to Susan to take care of herself.,11
LI,[not a full sentence],,32.3.Culicover.32a.*.04,Natalie's guarantee to Robert to take care of himself.,11
LI,[not a full sentence],,32.3.Culicover.32a.*.05,Ethan's obligation to Patricia to take care of herself.,11
LI,[not a full sentence],,32.3.Culicover.32a.*.06,Debbie's pledge to Jason to take care of himself.,11
LI,[not a full sentence],,32.3.Culicover.32a.*.07,Carl's pledge to Jenny to take care of herself.,11
LI,[not a full sentence],,32.3.Culicover.32a.*.08,Melissa's pledge to Dan to take care of himself.,11
LI,[not a full sentence],,32.3.Culicover.32a.g.01,John's promise to Susan to take care of himself.,11
LI,[not a full sentence],,32.3.Culicover.32a.g.02,Erica's vow to Matt to take care of herself.,11
LI,[not a full sentence],,32.3.Culicover.32a.g.03,Ryan's offer to Susan to take care of himself.,11
LI,[not a full sentence],,32.3.Culicover.32a.g.04,Natalie's guarantee to Robert to take care of herself.,11
LI,[not a full sentence],,32.3.Culicover.32a.g.05,Ethan's obligation to Patricia to take care of himself.,11
LI,[not a full sentence],,32.3.Culicover.32a.g.06,Debbie's pledge to Jason to take care of herself.,11
LI,[not a full sentence],,32.3.Culicover.32a.g.07,Carl's pledge to Jenny to take care of himself.,11
LI,[not a full sentence],,32.3.Culicover.32a.g.08,Melissa's pledge to Dan to take care of herself.,11
LI,,,32.3.Culicover.41b.*.01,Toby said to Sally to take care of himself.,11
LI,,,32.3.Culicover.41b.*.02,Veronica shouted to Nathan to look after herself.,10
LI,,,32.3.Culicover.41b.*.03,Christopher yelled to April to protect himself.,9
LI,,,32.3.Culicover.41b.*.04,Stacey screamed to Anthony to cover herself.,9
LI,,,32.3.Culicover.41b.*.05,Brent signaled to Samantha to excuse himself.,9
LI,,,32.3.Culicover.41b.*.06,Amy said to Shane to entertain herself.,9
LI,,,32.3.Culicover.41b.*.07,Eric shouted to Maria to believe in himself.,10
LI,,,32.3.Culicover.41b.*.08,Tania signaled to Frank to behave herself.,9
LI,,,32.3.Culicover.41b.g.01,Toby said to Sally to take care of herself.,11
LI,,,32.3.Culicover.41b.g.02,Veronica shouted to Nathan to look after himself.,10
LI,,,32.3.Culicover.41b.g.03,Christopher yelled to April to protect herself.,9
LI,,,32.3.Culicover.41b.g.04,Stacey screamed to Anthony to cover himself.,9
LI,,,32.3.Culicover.41b.g.05,Brent signaled to Samantha to excuse herself.,9
LI,,,32.3.Culicover.41b.g.06,Amy said to Shane to entertain himself.,9
LI,,,32.3.Culicover.41b.g.07,Eric shouted to Maria to believe in herself.,10
LI,,,32.3.Culicover.41b.g.08,Tania signaled to Frank to behave himself.,9
LI,,,32.3.Culicover.49a.*.01,Jack asked Sally to be allowed to take care of herself.,13
LI,,,32.3.Culicover.49a.*.02,Beth begged Peter to be allowed to take care of himself.,13
LI,,,32.3.Culicover.49a.*.03,Dean requested Michelle to be allowed to take care of herself.,13
LI,,,32.3.Culicover.49a.*.04,Eva beseeched Luke to be allowed to take care of himself.,13
LI,,,32.3.Culicover.49a.*.05,Helen pleaded with Kyle to be allowed to take care of himself.,14
LI,,,32.3.Culicover.49a.*.06,Jake prayed to mother nature to be allowed to take care of herself.,15
LI,,,32.3.Culicover.49a.*.07,Katie asked Greg to be allowed to take care of himself.,13
LI,,,32.3.Culicover.49a.*.08,Leonard begged Jennifer to be allowed to take care of herself.,13
LI,,,32.3.Culicover.49a.g.01,Jack asked Sally to be allowed to take care of himself.,13
LI,,,32.3.Culicover.49a.g.02,Beth begged Peter to be allowed to take care of herself.,13
LI,,,32.3.Culicover.49a.g.03,Dean requested Michelle to be allowed to take care of himself.,13
LI,,,32.3.Culicover.49a.g.04,Eva beseeched Luke to be allowed to take care of herself.,13
LI,,,32.3.Culicover.49a.g.05,Helen pleaded with Kyle to be allowed to take care of herself.,14
LI,,,32.3.Culicover.49a.g.06,Jake prayed to mother nature to be allowed to take care of himself.,15
LI,,,32.3.Culicover.49a.g.07,Katie asked Greg to be allowed to take care of herself.,13
LI,,,32.3.Culicover.49a.g.08,Leonard begged Jennifer to be allowed to take care of himself.,13
LI,,,32.3.Culicover.7a.g.01,John tried to win.,6
LI,,,32.3.Culicover.7a.g.02,Kelly attempted to run the marathon.,8
LI,,,32.3.Culicover.7a.g.03,William planned to write a novel.,8
LI,,,32.3.Culicover.7a.g.04,Linda remembered to pick-up the dry cleaning.,9
LI,,,32.3.Culicover.7a.g.05,Peter hoped to find a date.,8
LI,,,32.3.Culicover.7a.g.06,Patricia agreed to host the party.,8
LI,,,32.3.Culicover.7a.g.07,Alex started to study Karate.,7
LI,(poss. emph. refl.),,32.3.Culicover.7a.g.08,Cindy struggled to finish her homework.,8
LI,,,32.3.Culicover.7b.*.01,John tried himself to win.,7
LI,,,32.3.Culicover.7b.*.02,Kelly attempted herself to run the marathon.,9
LI,,,32.3.Culicover.7b.*.03,William planned himself to write a novel.,9
LI,(poss. 'by herself' reading),,32.3.Culicover.7b.*.04,Linda remembered herself to pick-up the dry cleaning.,10
LI,,,32.3.Culicover.7b.*.05,Peter hoped himself to find a date.,9
LI,,,32.3.Culicover.7b.*.06,Patricia agreed herself to host the party.,9
LI,,,32.3.Culicover.7b.*.07,Alex started himself to study Karate.,8
LI,,,32.3.Culicover.7b.*.08,Cindy struggled herself to finish her homework.,9
LI,,,32.3.fanselow.28b.*.01,He saw Mary and kissed.,7
LI,,,32.3.fanselow.28b.*.02,She ran into Spencer and asked out.,9
LI,,,32.3.fanselow.28b.*.03,He thought of Sarah and contacted.,8
LI,,,32.3.fanselow.28b.*.04,She called Victor and yelled at.,8
LI,,,32.3.fanselow.28b.*.05,He followed Brenda and confronted.,7
LI,,,32.3.fanselow.28b.*.06,She chased Phillip and insulted.,7
LI,,,32.3.fanselow.28b.*.07,He grabbed Ryan and tackled.,7
LI,,,32.3.fanselow.28b.*.08,She invited Briana and ignored.,7
LI,,,32.3.fanselow.28b.g.01,He saw Mary and kissed her.,8
LI,,,32.3.fanselow.28b.g.02,She ran into Spencer and asked him out.,10
LI,,,32.3.fanselow.28b.g.03,He thought of Sarah and contacted her.,9
LI,,,32.3.fanselow.28b.g.04,She called Victor and yelled at him.,9
LI,,,32.3.fanselow.28b.g.05,He followed Brenda and confronted her.,8
LI,,,32.3.fanselow.28b.g.06,She chased Phillip and insulted him.,8
LI,,,32.3.fanselow.28b.g.07,He grabbed Ryan and tackled him.,8
LI,,,32.3.fanselow.28b.g.08,She invited Briana and ignored her.,8
LI,"[SSA added ""in the woods""]",,32.3.fanselow.58a.g.01,There has been a moose shot in the woods.,11
LI,,,32.3.fanselow.58a.g.02,There has been a necklace stolen from the jewelry store.,12
LI,,,32.3.fanselow.58a.g.03,There has been a new governor elected in California.,11
LI,,,32.3.fanselow.58a.g.04,There has been an announcement made in the newspaper.,11
LI,,,32.3.fanselow.58a.g.05,There has been another story written about the new healthcare law.,13
LI,,,32.3.fanselow.58a.g.06,There has been a treaty signed between Israel and Palestine.,12
LI,,,32.3.fanselow.58a.g.07,There has been a deal reached between the two parties.,12
LI,,,32.3.fanselow.58a.g.08,There has been a verdict issued about the new marriage law.,13
LI,"[SSA added ""in the woods""]",,32.3.fanselow.58b.*.01,There has been shot a moose in the woods.,11
LI,,,32.3.fanselow.58b.*.02,There has been stolen a necklace from the jewelry store.,12
LI,,,32.3.fanselow.58b.*.03,There has been elected a new governor in California.,11
LI,,,32.3.fanselow.58b.*.04,There has been made an announcement in the newspaper.,11
LI,,,32.3.fanselow.58b.*.05,There has been written another story about the new healthcare law.,13
LI,,,32.3.fanselow.58b.*.06,There has been signed a treaty between Israel and Palestine.,12
LI,,,32.3.fanselow.58b.*.07,There has been reached a deal between the two parties.,12
LI,,,32.3.fanselow.58b.*.08,There has been issued a verdict about the new marriage law.,13
LI,,,32.3.fanselow.58c.g.01,There has been a man considered sick.,9
LI,,,32.3.fanselow.58c.g.02,There has been a suspect considered guilty.,9
LI,,,32.3.fanselow.58c.g.03,There has been a student considered dangerous.,9
LI,,,32.3.fanselow.58c.g.04,There has been a criminal considered insane.,9
LI,,,32.3.fanselow.58c.g.05,There has been a woman considered desperate.,9
LI,,,32.3.fanselow.58c.g.06,There has been a man considered violent.,9
LI,,,32.3.fanselow.58c.g.07,There has been a dog considered noisy.,9
LI,,,32.3.fanselow.58c.g.08,There has been a book considered obscene.,9
LI,,,32.3.fanselow.58d.*.01,There has been considered a man sick.,9
LI,,,32.3.fanselow.58d.*.02,There has been considered a suspect guilty.,9
LI,,,32.3.fanselow.58d.*.03,There has been considered a student dangerous.,9
LI,,,32.3.fanselow.58d.*.04,There has been considered a criminal insane.,9
LI,,,32.3.fanselow.58d.*.05,There has been considered. a woman desperate.,9
LI,,,32.3.fanselow.58d.*.06,There has been considered a man violent.,9
LI,,,32.3.fanselow.58d.*.07,There has been considered a dog noisy.,9
LI,,,32.3.fanselow.58d.*.08,There has been considered a book obscene.,9
LI,,,32.3.fanselow.59a.g.01,He gave Mary a book.,7
LI,,,32.3.fanselow.59a.g.02,She baked Jason a pie.,7
LI,,,32.3.fanselow.59a.g.03,He sent his mother a card.,8
LI,,,32.3.fanselow.59a.g.04,She wrote her boyfriend a poem.,8
LI,,,32.3.fanselow.59a.g.05,He served the guests the wine.,8
LI,,,32.3.fanselow.59a.g.06,She taught the students math.,7
LI,,,32.3.fanselow.59a.g.07,He offered Annie a loan.,7
LI,,,32.3.fanselow.59a.g.08,She picked Matt some flowers.,7
LI,,,32.3.fanselow.59b.*.01,He gave a book Mary.,7
LI,,,32.3.fanselow.59b.*.02,She baked a pie Jason.,7
LI,,,32.3.fanselow.59b.*.03,He sent a card his mother.,8
LI,,,32.3.fanselow.59b.*.04,She wrote a poem her boyfriend.,8
LI,,,32.3.fanselow.59b.*.05,He served the wine the guests.,8
LI,,,32.3.fanselow.59b.*.06,She taught math the students.,7
LI,,,32.3.fanselow.59b.*.07,He offered a loan Annie.,7
LI,,,32.3.fanselow.59b.*.08,She picked some flowers Matt.,7
LI,,,32.4.lopez.10a.*.01,We proclaimed to the public John to be a hero.,12
LI,,,32.4.lopez.10a.*.02,We proved to the authorities Susan to be the thief.,12
LI,,,32.4.lopez.10a.*.03,We believed with all our hearts Ben to be innocent.,12
LI,,,32.4.lopez.10a.*.04,We alleged to the police Carrie to be guilty.,11
LI,,,32.4.lopez.10a.*.05,We proclaimed in the newspaper Ralph to be generous.,11
LI,,,32.4.lopez.10a.*.06,We proved to the manager Amelia to be responsible.,11
LI,,,32.4.lopez.10a.*.07,We believed without hesitation Kenneth to be trustworthy.,10
LI,,,32.4.lopez.10a.*.08,We alleged to the judge Ellen to be a liar.,12
LI,,,32.4.lopez.14b.*.01,I expected there three men.,7
LI,,,32.4.lopez.14b.*.02,We consider there three problems.,7
LI,(would be OK if read as 'their'),,32.4.lopez.14b.*.03,Jack expects there flowers.,6
LI,,,32.4.lopez.14b.*.04,Mrs. Price expects there a cake.,8
LI,,,32.4.lopez.14b.*.05,Mr. Simpson considers there danger.,7
LI,,,32.4.lopez.14b.*.06,Ms. Wiggins expected there fireworks.,7
LI,,,32.4.lopez.14b.*.07,Mr. Telford expected there trouble.,7
LI,,,32.4.lopez.14b.*.08,Miss Warrington expects there a party.,8
LI,,,32.4.lopez.14b.g.01,I expected there to be three men.,9
LI,,,32.4.lopez.14b.g.02,We consider there to be three problems.,9
LI,,,32.4.lopez.14b.g.03,Jack expects there to be flowers.,8
LI,,,32.4.lopez.14b.g.04,Mrs. Price expects there to be a cake.,10
LI,,,32.4.lopez.14b.g.05,Mr. Simpson considers there to be danger.,9
LI,,,32.4.lopez.14b.g.06,Ms. Wiggins expected there to be fireworks.,9
LI,,,32.4.lopez.14b.g.07,Mr. Telford expected there to be trouble.,9
LI,,,32.4.lopez.14b.g.08,Miss Warrington expects there to be a party.,10
LI,,,32.4.lopez.9a.g.01,We proclaimed John to the public to be a hero.,12
LI,,,32.4.lopez.9a.g.02,We proved Susan to the authorities to be the thief.,12
LI,,,32.4.lopez.9a.g.03,We believed Ben with all our hearts to be innocent.,12
LI,"(many don't like 'allege'+DP, and I don't think it can take a goal argument either, so this control should come out unacceptable)",,32.4.lopez.9a.g.04,We alleged Carrie to the police to be guilty.,11
LI,,,32.4.lopez.9a.g.05,We proclaimed Ralph in the newspaper to be generous.,11
LI,,,32.4.lopez.9a.g.06,We proved Amelia to the manager to be responsible.,11
LI,,,32.4.lopez.9a.g.07,We believed Kenneth without hesitation to be trustworthy.,10
LI,"(many don't like 'allege'+DP, and I don't think it can take a goal argument either, so this control should come out unacceptable)",,32.4.lopez.9a.g.08,We alleged Ellen to the judge to be a liar.,12
LI,,,33.1.denDikken.5a.g.01,I know who would buy that book.,9
LI,,,33.1.denDikken.5a.g.02,I told Mandy who would win the election.,10
LI,,,33.1.denDikken.5a.g.03,I confirmed who would attend the party.,9
LI,,,33.1.denDikken.5a.g.04,I realized who should speak at the conference.,10
LI,,,33.1.denDikken.5a.g.05,I figured out who stole the candy bar.,10
LI,,,33.1.denDikken.5a.g.06,I proved who committed the crime.,8
LI,,,33.1.denDikken.5a.g.07,I guessed who would win the game.,9
LI,,,33.1.denDikken.5a.g.08,I established who would head the committee.,9
LI,,,33.1.denDikken.5b.*.01,I know who the hell would buy that book.,11
LI,(past tns arguably worsens 'the hell'),,33.1.denDikken.5b.*.02,I told Mandy who the hell would win the election.,12
LI,(past tns arguably worsens 'the hell'),,33.1.denDikken.5b.*.03,I confirmed who the hell would attend the party.,11
LI,(past tns arguably worsens 'the hell'),,33.1.denDikken.5b.*.04,I realized who the hell should speak at the conference.,12
LI,(past tns arguably worsens 'the hell'),,33.1.denDikken.5b.*.05,I figured out who the hell stole the candy bar.,12
LI,(past tns arguably worsens 'the hell'),,33.1.denDikken.5b.*.06,I proved who the hell committed the crime.,10
LI,(past tns arguably worsens 'the hell'),,33.1.denDikken.5b.*.07,I guessed who the hell would win the game.,11
LI,(past tns arguably worsens 'the hell'),,33.1.denDikken.5b.*.08,I established who the hell would head the committee.,11
LI,,,33.1.denDikken.62a.g.01,I don't think that I will invite any linguists to the party.,14
LI,,,33.1.denDikken.62a.g.02,I don't think that I will invite any reporters to the event.,14
LI,,,33.1.denDikken.62a.g.03,I don't believe that I will invite any doctors to the ceremony.,14
LI,,,33.1.denDikken.62a.g.04,I don't think that I will invite any parents to the assembly.,14
LI,,,33.1.denDikken.62a.g.05,I don't believe that I will take any students to the conference.,14
LI,,,33.1.denDikken.62a.g.06,I don't think that I will take any actors to the game.,14
LI,,,33.1.denDikken.62a.g.07,I don't believe that I will take any children to the concert.,14
LI,,,33.1.denDikken.62a.g.08,I don't think that I will take any musicians to the office.,14
LI,,,33.1.denDikken.62b.*.01,"I don't think that any linguists, I will invite to the party.",14
LI,,,33.1.denDikken.62b.*.02,"I don't think that any reporters, I will invite to the event.",14
LI,,,33.1.denDikken.62b.*.03,"I don't believe that any doctors, I will invite to the ceremony.",14
LI,,,33.1.denDikken.62b.*.04,"I don't think that any parents, I will invite to the assembly.",14
LI,,,33.1.denDikken.62b.*.05,"I don't believe that any students, I will take to the conference.",14
LI,,,33.1.denDikken.62b.*.06,"I don't think that any actors, I will take to the game.",14
